"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence"
"Il16_Grin2d","Il16","interleukin 16","Grin2d","glutamate receptor, ionotropic, N-methyl D-aspartate 2D","","","","HPRD","","","","","","novel","literature supported"
"Il16_Kcna3","Il16","interleukin 16","Kcna3","potassium voltage-gated channel, shaker-related subfamily, member 3","","","","HPRD","","","","","","novel","literature supported"
"Il16_Kcnd1","Il16","interleukin 16","Kcnd1","potassium voltage-gated channel, Shal-related subfamily, member 1","","","","HPRD","","","","","","novel","literature supported"
"Il16_Kcnd2","Il16","interleukin 16","Kcnd2","potassium voltage-gated channel, Shal-related subfamily, member 2","","","","HPRD","","","","","","novel","literature supported"
"Il16_Kcnj10","Il16","interleukin 16","Kcnj10","potassium inwardly-rectifying channel, subfamily J, member 10","","","","HPRD","","","","","","novel","literature supported"
"Il16_Kcnj15","Il16","interleukin 16","Kcnj15","potassium inwardly-rectifying channel, subfamily J, member 15","","","","HPRD","","","","","","novel","literature supported"
"Il16_Kcnj4","Il16","interleukin 16","Kcnj4","potassium inwardly-rectifying channel, subfamily J, member 4","","","","HPRD","","","","","","novel","literature supported"
"Il17a_Il17ra","Il17a","interleukin 17A","Il17ra","interleukin 17 receptor A","DLRP","HPMR","","HPRD","STRING.binding","","IL17A","IL17RA","","known","literature supported"
"Il17a_Il17rc","Il17a","interleukin 17A","Il17rc","interleukin 17 receptor C","","","","","STRING.binding","","IL17A","IL17RC","18684971","novel","literature supported"
"Il17b_Il17rb","Il17b","interleukin 17B","Il17rb","interleukin 17 receptor B","","HPMR","","HPRD","","","IL17B","IL17RB","","known","literature supported"
"Il17f_Il17ra","Il17f","interleukin 17F","Il17ra","interleukin 17 receptor A","","","","","STRING.binding","STRING.experiment","","IL17RA","18684971","novel","literature supported"
"Il18_Cd48","Il18","interleukin 18 (interferon-gamma-inducing factor)","Cd48","CD48 molecule","","","","","STRING.binding","","IL18","","","novel","putative"
"Il18_Il18r1","Il18","interleukin 18 (interferon-gamma-inducing factor)","Il18r1","interleukin 18 receptor 1","DLRP","HPMR","","HPRD","STRING.binding","","IL18","IL18R1","","known","literature supported"
"Il18_Il18rap","Il18","interleukin 18 (interferon-gamma-inducing factor)","Il18rap","interleukin 18 receptor accessory protein","DLRP","","","HPRD","STRING.binding","","IL18","IL18RAP","","known","literature supported"
"Il18_Il1rapl1","Il18","interleukin 18 (interferon-gamma-inducing factor)","Il1rapl1","interleukin 1 receptor accessory protein-like 1","","HPMR","","","","","IL18","IL1RAPL1","","known","literature supported"
"Il18_Il1rl2","Il18","interleukin 18 (interferon-gamma-inducing factor)","Il1rl2","interleukin 1 receptor-like 2","","","","HPRD","","","IL18","","","novel","literature supported"
"Il19_Il20ra","Il19","interleukin 19","Il20ra","interleukin 20 receptor, alpha","","HPMR","","HPRD","","","IL19","IL20RA","","known","literature supported"
"Il19_Il20rb","Il19","interleukin 19","Il20rb","interleukin 20 receptor beta","","HPMR","","","","","IL19","IL20RB","","known","literature supported"
"Il1a_Il1r1","Il1a","interleukin 1, alpha","Il1r1","interleukin 1 receptor, type I","DLRP","HPMR","","HPRD","STRING.binding","","IL1A","IL1R1","","known","literature supported"
"Il1a_Il1r2","Il1a","interleukin 1, alpha","Il1r2","interleukin 1 receptor, type II","DLRP","HPMR","","HPRD","STRING.binding","","IL1A","IL1R2","","known","literature supported"
"Il1a_Il1rap","Il1a","interleukin 1, alpha","Il1rap","interleukin 1 receptor accessory protein","","","","HPRD","","","IL1A","IL1RAP","","novel","literature supported"
"Il1b_Adrb2","Il1b","interleukin 1, beta","Adrb2","adrenoceptor beta 2, surface","","","","HPRD","","","IL1B","ADRB2","","novel","literature supported"
"Il1b_Il1r1","Il1b","interleukin 1, beta","Il1r1","interleukin 1 receptor, type I","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL1B","IL1R1","","known","literature supported"
"Il1b_Il1r2","Il1b","interleukin 1, beta","Il1r2","interleukin 1 receptor, type II","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL1B","IL1R2","","known","literature supported"
"Il1b_Il1rap","Il1b","interleukin 1, beta","Il1rap","interleukin 1 receptor accessory protein","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL1B","IL1RAP","","known","literature supported"
"Il1f10_Il1r1","Il1f10","interleukin 1 family, member 10 (theta)","Il1r1","interleukin 1 receptor, type I","","","","HPRD","","","","IL1R1","","novel","literature supported"
"Il1rn_Il1r1","Il1rn","interleukin 1 receptor antagonist","Il1r1","interleukin 1 receptor, type I","DLRP","","","HPRD","STRING.binding","STRING.experiment","","IL1R1","","known","literature supported"
"Il1rn_Il1r2","Il1rn","interleukin 1 receptor antagonist","Il1r2","interleukin 1 receptor, type II","DLRP","","","HPRD","STRING.binding","","","IL1R2","","known","literature supported"
"Il1rn_Il1rl2","Il1rn","interleukin 1 receptor antagonist","Il1rl2","interleukin 1 receptor-like 2","","","","","STRING.binding","STRING.experiment","","","","novel","putative"
"Il20_Il20ra","Il20","interleukin 20","Il20ra","interleukin 20 receptor, alpha","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL20","IL20RA","","known","literature supported"
"Il20_Il20rb","Il20","interleukin 20","Il20rb","interleukin 20 receptor beta","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL20","IL20RB","","known","literature supported"
"Il20_Il22ra1","Il20","interleukin 20","Il22ra1","interleukin 22 receptor, alpha 1","","HPMR","","","","","IL20","IL22RA1","","known","literature supported"
"Il21_Il21r","Il21","interleukin 21","Il21r","interleukin 21 receptor","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL21","IL21R","","known","literature supported"
"Il21_Il2rg","Il21","interleukin 21","Il2rg","interleukin 2 receptor, gamma","","HPMR","","","","","IL21","IL2RG","","known","literature supported"
"Il22_Il10ra","Il22","interleukin 22","Il10ra","interleukin 10 receptor, alpha","","HPMR","","","","","IL22","IL10RA","","known","literature supported"
"Il22_Il10rb","Il22","interleukin 22","Il10rb","interleukin 10 receptor, beta","","","","HPRD","","STRING.experiment","IL22","IL10RB","","novel","literature supported"
"Il22_Il21r","Il22","interleukin 22","Il21r","interleukin 21 receptor","","","","","STRING.binding","","IL22","IL21R","","novel","putative"
"Il22_Il22ra1","Il22","interleukin 22","Il22ra1","interleukin 22 receptor, alpha 1","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL22","IL22RA1","","known","literature supported"
"Il22_Il22ra2","Il22","interleukin 22","Il22ra2","interleukin 22 receptor, alpha 2","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL22","IL22RA2","","known","literature supported"
"Il23a_Il12rb1","Il23a","interleukin 23, alpha subunit p19","Il12rb1","interleukin 12 receptor, beta 1","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL23A","IL12RB1","","known","literature supported"
"Il23a_Il23r","Il23a","interleukin 23, alpha subunit p19","Il23r","interleukin 23 receptor","","HPMR","","HPRD","STRING.binding","","IL23A","IL23R","","known","literature supported"
"Il24_Il20ra","Il24","interleukin 24","Il20ra","interleukin 20 receptor, alpha","","HPMR","","HPRD","","","IL24","IL20RA","","known","literature supported"
"Il24_Il20rb","Il24","interleukin 24","Il20rb","interleukin 20 receptor beta","","HPMR","","","","","IL24","IL20RB","","known","literature supported"
"Il24_Il22ra1","Il24","interleukin 24","Il22ra1","interleukin 22 receptor, alpha 1","","HPMR","","","","","IL24","IL22RA1","","known","literature supported"
"Il25_Il17rb","Il25","interleukin 25","Il17rb","interleukin 17 receptor B","","HPMR","","HPRD","","","IL25","IL17RB","","known","literature supported"
"IL26_Il20ra","IL26","interleukin 26","Il20ra","interleukin 20 receptor, alpha","","","","","STRING.binding","","","IL20RA","","novel","putative"
"Il27_Il27ra","Il27","interleukin 27","Il27ra","interleukin 27 receptor, alpha","","","","HPRD","STRING.binding","","","","","novel","literature supported"
"Il2_Cd53","Il2","interleukin 2","Cd53","CD53 molecule","","","","HPRD","","","IL2","CD53","","novel","literature supported"
"Il2_Gypa","Il2","interleukin 2","Gypa","glycophorin E (MNS blood group)","","","","","STRING.binding","","IL2","","","novel","putative"
"Il2_Il2ra","Il2","interleukin 2","Il2ra","interleukin 2 receptor, alpha","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL2","IL2RA","","known","literature supported"
"Il2_Il2rb","Il2","interleukin 2","Il2rb","interleukin 2 receptor, beta","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL2","IL2RB","","known","literature supported"
"Il2_Il2rg","Il2","interleukin 2","Il2rg","interleukin 2 receptor, gamma","DLRP","HPMR","","HPRD","","","IL2","IL2RG","","known","literature supported"
"Il2_Ngfr","Il2","interleukin 2","Ngfr","nerve growth factor receptor","","","","HPRD","","","IL2","NGFR","","novel","literature supported"
"Il31_Il31ra","Il31","interleukin 31","Il31ra","interleukin 31 receptor A","","HPMR","","","","","IL31","IL31RA","","known","literature supported"
"Il31_Osmr","Il31","interleukin 31","Osmr","oncostatin M receptor","","HPMR","","","","","IL31","OSMR","","known","literature supported"
"Il34_Csf1r","Il34","interleukin 34","Csf1r","colony stimulating factor 1 receptor","","","","","STRING.binding","STRING.experiment","","CSF1R","22729249","novel","literature supported"
"Il3_Csf2rb2","Il3","interleukin 3 (colony-stimulating factor, multiple)","Csf2rb2","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL3","CSF2RB","","known","literature supported"
"Il3_IL3RA","Il3","interleukin 3 (colony-stimulating factor, multiple)","IL3RA","interleukin 3 receptor, alpha (low affinity)","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","IL3","IL3RA","","known","literature supported"
"Il4_Cd53","Il4","interleukin 4","Cd53","CD53 molecule","","","","HPRD","","","IL4","CD53","","novel","literature supported"
"Il4_Il13ra1","Il4","interleukin 4","Il13ra1","interleukin 13 receptor, alpha 1","DLRP","","","","STRING.binding","STRING.experiment","IL4","IL13RA1","10641437","known","literature supported"
"Il4_Il13ra2","Il4","interleukin 4","Il13ra2","interleukin 13 receptor, alpha 2","","","","HPRD","","","IL4","IL13RA2","","novel","literature supported"
"Il4_Il2rg","Il4","interleukin 4","Il2rg","interleukin 2 receptor, gamma","DLRP","HPMR","","HPRD","","","IL4","IL2RG","","known","literature supported"
"Il4_Il4ra","Il4","interleukin 4","Il4ra","interleukin 4 receptor","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL4","IL4R","","known","literature supported"
"Il5_Csf2rb2","Il5","interleukin 5 (colony-stimulating factor, eosinophil)","Csf2rb2","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)","DLRP","HPMR","","","STRING.binding","STRING.experiment","IL5","CSF2RB","","known","literature supported"
"Il5_Il5ra","Il5","interleukin 5 (colony-stimulating factor, eosinophil)","Il5ra","interleukin 5 receptor, alpha","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","IL5","IL5RA","","known","literature supported"
"Il6_F3","Il6","interleukin 6 (interferon, beta 2)","F3","coagulation factor III (thromboplastin, tissue factor)","","","","","STRING.binding","","IL6","F3","","novel","putative"
"Il6_Il6ra","Il6","interleukin 6 (interferon, beta 2)","Il6ra","interleukin 6 receptor","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL6","IL6R","","known","literature supported"
"Il6_Il6st","Il6","interleukin 6 (interferon, beta 2)","Il6st","interleukin 6 signal transducer (gp130, oncostatin M receptor)","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL6","IL6ST","","known","literature supported"
"Il7_Il2rg","Il7","interleukin 7","Il2rg","interleukin 2 receptor, gamma","DLRP","HPMR","","HPRD","","","IL7","IL2RG","","known","literature supported"
"Il7_Il7r","Il7","interleukin 7","Il7r","interleukin 7 receptor","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL7","IL7R","","known","literature supported"
"IL8_Cd79a","IL8","interleukin 8","Cd79a","CD79a molecule, immunoglobulin-associated alpha","","","","","STRING.binding","","IL8","","","novel","putative"
"IL8_Cxcr1","IL8","interleukin 8","Cxcr1","chemokine (C-X-C motif) receptor 1","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","IL8","IL8RA","","known","literature supported"
"IL8_Cxcr2","IL8","interleukin 8","Cxcr2","chemokine (C-X-C motif) receptor 2","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","IL8","IL8RB","","known","literature supported"
"IL8_DARC","IL8","interleukin 8","DARC","Duffy blood group, atypical chemokine receptor","DLRP","","","HPRD","STRING.binding","STRING.experiment","IL8","DARC","","known","literature supported"
"IL8_Kdr","IL8","interleukin 8","Kdr","kinase insert domain receptor (a type III receptor tyrosine kinase)","","","","","STRING.binding","","IL8","KDR","","novel","putative"
"IL8_Sdc1","IL8","interleukin 8","Sdc1","syndecan 1","","","","HPRD","STRING.binding","","IL8","SDC1","","novel","literature supported"
"IL8_Sdc2","IL8","interleukin 8","Sdc2","syndecan 2","","","","","STRING.binding","","IL8","SDC2","14527339","novel","literature supported"
"IL8_Sdc3","IL8","interleukin 8","Sdc3","syndecan 3","","","","","STRING.binding","","IL8","SDC3","","novel","putative"
"Il9_Il2rg","Il9","interleukin 9","Il2rg","interleukin 2 receptor, gamma","DLRP","HPMR","","","","","IL9","IL2RG","","known","literature supported"
"Il9_Il9r","Il9","interleukin 9","Il9r","interleukin 9 receptor","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL9","IL9R","","known","literature supported"
"Inha_Acvr1","Inha","inhibin, alpha","Acvr1","activin A receptor, type I","DLRP","","","","","","INHA","ACVR1","","known","putative"
"Inha_Acvr1b","Inha","inhibin, alpha","Acvr1b","activin A receptor, type IB","DLRP","","","","","","INHA","ACVR1B","","known","putative"
"Inha_Acvr2a","Inha","inhibin, alpha","Acvr2a","activin A receptor, type IIA","DLRP","HPMR","","","STRING.binding","","INHA","ACVR2A","","known","literature supported"
"Inha_Acvr2b","Inha","inhibin, alpha","Acvr2b","activin A receptor, type IIB","DLRP","","","","","","INHA","ACVR2B","","known","putative"
"Inha_Tgfbr3","Inha","inhibin, alpha","Tgfbr3","transforming growth factor, beta receptor III","","HPMR","","HPRD","STRING.binding","","INHA","TGFBR3","","known","literature supported"
"Inhba_Acvr1","Inhba","inhibin, beta A","Acvr1","activin A receptor, type I","DLRP","","","HPRD","","","INHBA","ACVR1","","known","literature supported"
"Inhba_Acvr1b","Inhba","inhibin, beta A","Acvr1b","activin A receptor, type IB","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","INHBA","ACVR1B","","known","literature supported"
"Inhba_Acvr2a","Inhba","inhibin, beta A","Acvr2a","activin A receptor, type IIA","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","INHBA","ACVR2A","","known","literature supported"
"Inhba_Acvr2b","Inhba","inhibin, beta A","Acvr2b","activin A receptor, type IIB","DLRP","","","HPRD","STRING.binding","STRING.experiment","INHBA","ACVR2B","","known","literature supported"
"Inhba_Bambi","Inhba","inhibin, beta A","Bambi","BMP and activin membrane-bound inhibitor","","HPMR","","","","","INHBA","BAMBI","","known","literature supported"
"Inhba_Eng","Inhba","inhibin, beta A","Eng","endoglin","","","","HPRD","","","INHBA","ENG","","novel","literature supported"
"Inhba_Tgfbr3","Inhba","inhibin, beta A","Tgfbr3","transforming growth factor, beta receptor III","","","","HPRD","","","INHBA","TGFBR3","","novel","literature supported"
"Inhbb_Acvr1","Inhbb","inhibin, beta B","Acvr1","activin A receptor, type I","DLRP","","","HPRD","","","INHBB","ACVR1","","known","literature supported"
"Inhbb_Acvr1b","Inhbb","inhibin, beta B","Acvr1b","activin A receptor, type IB","DLRP","","","HPRD","STRING.binding","STRING.experiment","INHBB","ACVR1B","","known","literature supported"
"Inhbb_Acvr1c","Inhbb","inhibin, beta B","Acvr1c","activin A receptor, type IC","","","","HPRD","","","INHBB","ACVR1C","","novel","literature supported"
"Inhbb_Acvr2a","Inhbb","inhibin, beta B","Acvr2a","activin A receptor, type IIA","DLRP","HPMR","","HPRD","","STRING.experiment","INHBB","ACVR2A","","known","literature supported"
"Inhbb_Acvr2b","Inhbb","inhibin, beta B","Acvr2b","activin A receptor, type IIB","DLRP","","","HPRD","","","INHBB","ACVR2B","","known","literature supported"
"Inhbc_Acvr1","Inhbc","inhibin, beta C","Acvr1","activin A receptor, type I","DLRP","","","HPRD","","","INHBC","ACVR1","","known","literature supported"
